categoria_de_la_mutuacion,nombre,dificultad,efecto,costo(PM),probabilidad _de_tocar(peso),restricciones
Mutaciones Reactivas,height_advantage_1,debil,"Si el jugador está a 5 o más bloques por encima del mob, este ganará un 25% de resistencia al empuje para no ser lanzado lejos.",4,75,
Mutaciones Reactivas,height_advantage_2,intermedio,"Si el jugador está a 5 o más bloques por encima, el mob (si es a distancia) gana un 50% de velocidad de proyectil para reducir el tiempo de reacción del jugador.",10,45,Restricción: Solo para mobs a distancia.
Mutaciones Reactivas,height_advantage_3,dificil,"Si el jugador está a 5 o más bloques por encima, el mob puede realizar un ""Salto Potenciado"", un salto vertical masivo para alcanzar rápidamente la altura del jugador.",17,15,"Tiene un cooldown de 10 segundos. Restricción: Solo para Arañas, Slimes, Cubos de Magma."
Mutaciones Reactivas,predators_haste_1,debil,"Si un jugador en un radio de 12 bloques está por debajo del 50% de su vida, el mob gana un 15% de velocidad de movimiento.",6,65,El efecto se pierde si el jugador se cura.
Mutaciones Reactivas,predators_haste_2,intermedio,"Si un jugador en un radio de 16 bloques está por debajo del 30% de su vida, el mob entra en un estado de ""Frenesí de Caza"", ganando Velocidad I y Resistencia al Empuje durante 6 segundos.",13,30,Tiene un cooldown de 15 segundos.
Mutaciones Reactivas,predators_haste_3,dificil,"Si un jugador en un radio de 20 bloques está por debajo del 20% de su vida, el mob puede realizar un ""Salto Verdugo"", un gran salto hacia la ubicación del jugador que inflige daño de área y aplica Lentitud II al aterrizar.",21,9,Tiene un cooldown de 12 segundos. predators_haste_3 es incompatible con vertical_thrust_3.
Mutaciones Reactivas,pursuers_resolve_1,muy debil,"Si el jugador permanece fuera del rango de ataque del mob (más de 8 bloques) durante 5 segundos, el mob gana un 25% de resistencia al empuje para facilitar su acercamiento.",4,72,
Mutaciones Reactivas,ranged_duelist_1,debil,"Cuando un jugador le apunta con un arco o ballesta, el mob comenzará a moverse de lado a lado (strafe) para ser un objetivo más difícil.",6,68,Restricción: No aplicable a mobs lentos como Golems.
Mutaciones Reactivas,ranged_duelist_2,intermedio,"Cuando un jugador le dispara una flecha, el mob tiene un 15% de probabilidad de agacharse o dar un paso rápido, haciendo que la flecha falle.",12,35,Tiene un cooldown de 3 segundos. ranged_duelist_2 es incompatible con flanker_3.
Mutaciones Reactivas,ranged_duelist_3,dificil,"Si un jugador le dispara desde más de 15 bloques de distancia, el mob puede invocar un muro temporal de 1x2 de bloques ilusorios para bloquear el proyectil. El muro dura 3 segundos.",18,14,Tiene un cooldown de 7 segundos.
Mutaciones Reactivas,reality_anchor_3,muy dificil,"El mob puede colocar un ""Ancla de Realidad"" en el suelo. En un radio de 20 bloques alrededor del ancla, las Perlas de Ender y las Frutas de Coro no funcionan. El ancla tiene 20 puntos de vida y dura 15 segundos o hasta que se destruya.",30,1,Habilidad de un solo uso por combate. reality_anchor_3 es incompatible con stasis_field_3.
Mutaciones Reactivas,shadow_dweller_1,muy debil,"Mientras el mob se encuentre en un nivel de luz de 5 o inferior, gana Regeneración I.",5,70,
Mutaciones Reactivas,shadow_dweller_2,intermedio,"Cuando un jugador coloca una fuente de luz (antorcha, etc.) cerca, el mob realiza un ""Paso Sombrío"", teletransportándose 10 bloques en dirección opuesta a la luz y ganando invisibilidad por 2 segundos.",12,35,Tiene un cooldown interno de 15 segundos.
Mutaciones Reactivas,shield_pressure_1,debil,"Si un jugador mantiene su escudo levantado por más de 3 segundos continuos, el mob se moverá un 20% más rápido para intentar flanquearlo.",5,70,
Mutaciones Reactivas,shield_pressure_2,intermedio,"Si el jugador bloquea un ataque con éxito, el mob tiene un 20% de probabilidad de realizar un ""empujón"" rápido que no inflige daño pero desestabiliza al jugador (similar a push_1).",11,40,Tiene un cooldown de 5 segundos.
Mutaciones Reactivas,shield_pressure_3,dificil,"Si un jugador mantiene su escudo levantado por más de 4 segundos, el mob puede realizar un ""Ataque Rompeguardia"" (indicado con un brillo rojo) que es imbloqueable e inflige un 150% de daño de durabilidad al escudo.",19,12,Tiene un cooldown de 8 segundos. shield_pressure_3 es incompatible con anti_shield_2.
Respuestas Defensivas,adaptive_plating_1,debil,"Al ser golpeado, 25% de probabilidad de ganar 8 puntos de armadura (+4 íconos) durante 4 segundos.",7,60,No se acumula. Tiene un cooldown interno de 10 segundos.
Respuestas Defensivas,adaptive_plating_2,intermedio,"Al ser golpeado, 20% de probabilidad de ganar Resistencia I (20% de reducción de daño) durante 4 segundos.",13,30,No se acumula. Tiene un cooldown interno de 10 segundos.
Respuestas Defensivas,adaptive_plating_3,dificil,"Al recibir daño de un proyectil, gana inmunidad a proyectiles por 3 segundos. Al recibir daño cuerpo a cuerpo, gana inmunidad a daño cuerpo a cuerpo por 2 segundos.",20,8,Tiene un cooldown interno de 12 segundos. adaptive_plating_3 es incompatible con projectile_shroud_3.
Respuestas Defensivas,caustic_blood_1,debil,"Al recibir daño cuerpo a cuerpo, 25% de probabilidad de salpicar al atacante, infligiendo 1 punto de daño mágico.",5,70,
Respuestas Defensivas,caustic_blood_2,intermedio,"Al recibir daño cuerpo a cuerpo, 20% de probabilidad de dejar un charco de 2x2 de un líquido peligroso (similar a una poción persistente) a sus pies que aplica Veneno I por 3 segundos.",12,30,
Respuestas Defensivas,caustic_blood_3,dificil,"Al recibir daño cuerpo a cuerpo, 15% de probabilidad de explotar en una ""Nova de Sangre Ácida"", infligiendo 5 de daño mágico y aplicando ""Corrosión"" por 6 segundos a los jugadores en un radio de 4 bloques. La Corrosión reduce la efectividad de la armadura en un 50%.",30,1,Tiene un cooldown interno de 20 segundos. caustic_blood_3 es incompatible con shatter_armor_3.
Respuestas Defensivas,elemental_attunement_1,debil,"Al recibir daño elemental (fuego, magia), 25% de probabilidad de ganar 50% de resistencia a ese tipo de daño durante 3 segundos.",7,60,Tiene un cooldown interno de 8 segundos.
Respuestas Defensivas,elemental_attunement_2,intermedio,"Al recibir daño elemental, 20% de probabilidad de volverse inmune a ese tipo de daño y curarse un 25% del daño que habría recibido. Dura 4 segundos.",13,30,Tiene un cooldown interno de 10 segundos.
Respuestas Defensivas,elemental_attunement_3,dificil,"Al recibir daño elemental, 15% de probabilidad de absorber la energía y desatar una nova de ese elemento, aplicando el efecto correspondiente (quemadura, lentitud por magia) en un radio de 4 bloques.",21,8,Tiene un cooldown interno de 12 segundos. elemental_attunement_3 es incompatible con retaliatory_burst_3.
Respuestas Defensivas,enraged_vulnerability_1,debil,"Al ser golpeado, 25% de probabilidad de entrar en un estado de ""Furia"", ganando Fuerza I durante 4 segundos.",8,50,Tiene un cooldown interno de 10 segundos.
Respuestas Defensivas,enraged_vulnerability_2,intermedio,"Al ser golpeado, 20% de probabilidad de entrar en ""Furia"", ganando Fuerza I y Velocidad I por 5 segundos, pero recibiendo un 15% más de daño mientras dure el efecto.",14,25,El mob emite un brillo rojo intenso mientras está en Furia.
Respuestas Defensivas,enraged_vulnerability_3,dificil,"Al ser golpeado, 15% de probabilidad de entrar en ""Furia Total"" (Fuerza II, Velocidad I) por 6 segundos. Durante este tiempo, el mob expone un punto débil (su cabeza brilla). Los golpes a la cabeza durante la Furia son críticos garantizados.",22,6,Es una mecánica de alto riesgo/recompensa. enraged_vulnerability_3 es incompatible con last_stand_3.
Respuestas Defensivas,evasive_maneuver_1,debil,"Al recibir daño cuerpo a cuerpo, 20% de probabilidad de realizar un salto rápido de 3 bloques hacia atrás, alejándose del atacante.",5,70,Tiene un cooldown interno de 6 segundos.
Respuestas Defensivas,evasive_maneuver_2,intermedio,"Al recibir daño, 15% de probabilidad de teletransportarse a una ubicación aleatoria en un radio de 8 bloques, dejando una nube de humo que aplica Ceguera (1s) en su posición original.",10,40,Tiene un cooldown interno de 9 segundos.
Respuestas Defensivas,evasive_maneuver_3,dificil,"Al recibir un golpe que lo deje por debajo del 50% de su vida máxima (solo se activa una vez), el mob se vuelve invisible, salta hacia atras en una distancia de 5 bloques y gana Velocidad II por 5 segundos para reposicionarse.",16,15,Habilidad de un solo uso por combate.
Respuestas Defensivas,gravity_well_1,debil,"Al recibir daño de un jugador que está en el aire (saltando o cayendo), 25% de probabilidad de tirar de él hacia el suelo instantáneamente.",6,65,Tiene un cooldown interno de 8 segundos.
Respuestas Defensivas,gravity_well_2,intermedio,"Al ser golpeado, 15% de probabilidad de crear un ""pozo de gravedad"" a sus pies por 4 segundos. Los jugadores en un radio de 4 bloques son lentamente atraídos hacia el mob.",12,30,Tiene un cooldown interno de 8 segundos.
Respuestas Defensivas,gravity_well_3,dificil,"Al ser golpeado, 10% de probabilidad de aplicar ""Ancla Gravitacional"" al atacante por 3 segundos. El jugador no puede saltar y cualquier efecto de levitación o caída lenta se anula.",18,10,gravity_well_3 es incompatible con levitation_2 y vertical_thrust_3.
Respuestas Defensivas,kinetic_conversion_1,debil,"Al ser golpeado, 25% de probabilidad de convertir el impacto en energía, curándose 2 puntos de vida (1 corazón).",7,60,Tiene un cooldown interno de 4 segundos.
Respuestas Defensivas,kinetic_conversion_2,intermedio,"Al ser golpeado, 20% de probabilidad de absorber la energía cinética, ganando un 50% de resistencia al empuje y Velocidad I durante 4 segundos.",12,30,Tiene un cooldown interno de 6 segundos.
Respuestas Defensivas,kinetic_conversion_3,dificil,"Al ser golpeado, 15% de probabilidad de entrar en un estado de ""Sobrecarga"". El mob brilla intensamente y su siguiente ataque cuerpo a cuerpo infligirá un 50% del daño que acaba de recibir como daño mágico adicional.",20,8,El estado de Sobrecarga dura 5 segundos. kinetic_conversion_3 es incompatible con retaliatory_burst_3.
Respuestas Defensivas,last_stand_1,debil,"Cuando su salud baja del 25%, gana Regeneración I hasta que termine el combate o recupere el 50% de su vida.",8,50,Solo se activa una vez por combate.
Respuestas Defensivas,last_stand_2,intermedio,"Cuando su salud baja del 30%, detona una explosión (sin dañar bloques) que empuja a todas las entidades en un radio de 5 bloques y gana Resistencia I por 6 segundos.",14,25,Solo se activa una vez por combate.
Respuestas Defensivas,last_stand_3,dificil,"Cuando su salud baja del 35%, sacrifica el 10% de su vida máxima para aplicar Wither II (5s) y Lentitud II (5s) a todos los jugadores en un radio de 8 bloques.",21,7,Solo se activa una vez por combate. last_stand_3 es incompatible con theft_of_life_3.
Respuestas Defensivas,mirage_defense_1,debil,"Al ser golpeado, 15% de probabilidad de crear un clon ilusorio estático de sí mismo que desaparece al ser golpeado o después de 5 segundos.",6,65,
Respuestas Defensivas,mirage_defense_2,intermedio,"Al ser golpeado, 20% de probabilidad de intercambiar de posición con un clon ilusorio recién creado, desorientando al jugador.",12,30,Tiene un cooldown interno de 8 segundos. mirage_defense_2 es incompatible con evasive_maneuver_2.
Respuestas Defensivas,mirage_defense_3,dificil,"Al ser golpeado, 10% de probabilidad de volverse invisible por 3 segundos mientras crea 3 clones ilusorios que corren en direcciones aleatorias.",19,9,Tiene un cooldown interno de 12 segundos. mirage_defense_3 es incompatible con phantasmal_veil_3.
Respuestas Defensivas,punishing_curse_1,debil,"Al ser golpeado, 15% de probabilidad de aplicar Fatiga de Minero I al atacante durante 5 segundos, ralentizando su velocidad de ataque.",6,65,
Respuestas Defensivas,punishing_curse_2,intermedio,"Al ser golpeado, 10% de probabilidad de aplicar ""Sello de Poción"" al atacante por 6 segundos, impidiéndole consumir pociones.",11,35,
Respuestas Defensivas,punishing_curse_3,dificil,"Al ser golpeado, 10% de probabilidad de aplicar ""Eco Kármico"" al atacante por 5 segundos. Si el mob muere mientras el eco está activo, el jugador recibe 8 puntos de daño mágico.",18,10,
Respuestas Defensivas,purging_rebuke_1,debil,"Al ser golpeado mientras sufre un efecto negativo (veneno, lentitud), 20% de probabilidad de purgarse instantáneamente ese efecto.",7,55,Tiene un cooldown interno de 15 segundos.
Respuestas Defensivas,purging_rebuke_2,intermedio,"Al ser golpeado mientras sufre un efecto negativo, 15% de probabilidad de purgarse el efecto y aplicárselo al atacante con la mitad de la duración restante.",13,25,Tiene un cooldown interno de 15 segundos.
Respuestas Defensivas,purging_rebuke_3,dificil,"Al ser golpeado mientras sufre un efecto negativo, 10% de probabilidad de purgarse todos los efectos negativos y liberar una onda que aplica Debilidad I y Hambre I por 4 segundos a los jugadores en un radio de 5 bloques.",20,9,Tiene un cooldown interno de 15 segundos. purging_rebuke_3 es incompatible con mortal_wound_3.
Respuestas Defensivas,retaliatory_burst_1,debil,"Al ser golpeado, 15% de probabilidad de liberar una onda de choque que inflige 2 puntos de daño mágico a todas las entidades en un radio de 2 bloques.",6,65,Tiene un cooldown interno de 5 segundos.
Respuestas Defensivas,retaliatory_burst_2,intermedio,"Al ser golpeado, 15% de probabilidad de liberar una onda de choque que inflige 3 puntos de daño mágico y aplica Debilidad I por 3 segundos en un radio de 3 bloques.",11,35,Tiene un cooldown interno de 6 segundos.
Respuestas Defensivas,retaliatory_burst_3,dificil,"Al ser golpeado, 15% de probabilidad de liberar una onda de choque que inflige 4 puntos de daño mágico y aplica Wither I por 4 segundos en un radio de 4 bloques.",17,12,Tiene un cooldown interno de 7 segundos. retaliatory_burst_3 es incompatible con psionic_thorns_3.
Respuestas Defensivas,shattering_feedback_1,debil,"Al recibir un ataque cuerpo a cuerpo, 20% de probabilidad de infligir 20 puntos de daño de durabilidad al arma del atacante.",5,70,Tiene un cooldown interno de 4 segundos.
Respuestas Defensivas,shattering_feedback_2,intermedio,"Al recibir un ataque cuerpo a cuerpo, 15% de probabilidad de aplicar ""Aturdimiento de Arma"" por 3 segundos, impidiendo que el jugador pueda asestar golpes críticos.",10,40,Tiene un cooldown interno de 6 segundos.
Respuestas Defensivas,shattering_feedback_3,dificil,"Al recibir un ataque cuerpo a cuerpo, 10% de probabilidad de ""Romper Guardia"", poniendo el arma del jugador en un cooldown de 2 segundos (similar al del escudo).",16,15,El jugador oye un sonido metálico de rotura. shattering_feedback_3 es incompatible con disarm_1.
Respuestas Defensivas,spectral_shroud_1,debil,"Al ser golpeado, 20% de probabilidad de volverse semi-transparente durante 2 segundos, dificultando ligeramente su seguimiento visual.",5,68,Tiene un cooldown interno de 5 segundos.
Respuestas Defensivas,spectral_shroud_2,intermedio,"Al ser golpeado, 15% de probabilidad de volverse semi-transparente y silenciar sus propios sonidos (pasos, gruñidos) durante 3 segundos.",12,32,Tiene un cooldown interno de 7 segundos.
Respuestas Defensivas,spectral_shroud_3,dificil,"Al ser golpeado, 10% de probabilidad de volverse completamente invisible por 4 segundos y, a la vez, corromper los indicadores de daño del jugador, haciendo que las flechas rojas de dirección del golpe apunten a lugares aleatorios.",30,1,Tiene un cooldown interno de 15 segundos. spectral_shroud_3 es incompatible con phantasmal_veil_3.
Respuestas Defensivas,spiteful_hoarder_1,debil,"Al ser golpeado, 10% de probabilidad de arrancar un objeto no esencial aleatorio (tierra, piedra, etc.) del inventario del jugador y lanzarlo al suelo detrás de él.",6,65,
Respuestas Defensivas,spiteful_hoarder_2,intermedio,"Al ser golpeado, 8% de probabilidad de arrancar una pequeña cantidad de un consumible apilable (flechas, comida, bloques de construcción) del inventario del jugador.",11,35,
Respuestas Defensivas,static_discharge_1,debil,"Al ser golpeado, 20% de probabilidad de aplicar ""Estática"" al atacante por 5 segundos. Si el efecto expira, el jugador recibe 2 puntos de daño mágico y es empujado 1 bloque.",6,62,
Respuestas Defensivas,static_discharge_2,intermedio,"Al ser golpeado, 15% de probabilidad de aplicar ""Estática"" por 6 segundos. Si expira, inflige 4 de daño mágico y pone el escudo del jugador en un cooldown de 3 segundos.",13,28,
Respuestas Defensivas,static_discharge_3,dificil,"Al ser golpeado, 10% de probabilidad de aplicar ""Sobrecarga"" al atacante por 8 segundos. Si el efecto expira, inflige 6 de daño mágico, aplica Debilidad II (4s) y hace que el jugador suelte una pieza de armadura equipada aleatoriamente. El efecto se disipa si el jugador toca agua.",30,1,Tiene un cooldown interno de 36 segundos. static_discharge_3 es incompatible con disarm_1.
Respuestas Defensivas,temporal_rewind_3,dificil,"Cuando su salud baja del 20% por primera vez, el mob se congela en el tiempo por 2 segundos (invulnerable). Luego, ""rebobina"", regresando a la posición en la que estaba hace 8 segundos y restaurando su salud al valor que tenía en ese momento (hasta un máximo del 70% de su vida total).",30,1,Habilidad de un solo uso por combate. temporal_rewind_3 es incompatible con last_stand_3.
Respuestas Defensivas,temporal_slip_1,debil,"Al ser golpeado, 15% de probabilidad de negar completamente el empuje (knockback) de ese ataque.",4,72,
Respuestas Defensivas,temporal_slip_2,intermedio,"Al recibir un golpe por debajo del 75% de su vida, 10% de probabilidad de ""rebobinar"" ese golpe específico, negando su daño y teletransportándose 3 bloques hacia atrás.",14,26,Tiene un cooldown interno de 10 segundos.
Respuestas Defensivas,terraforming_spasm_1,debil,"Al recibir daño, 15% de probabilidad de levantar un pilar de 2 bloques de altura de tierra/piedra entre él y el atacante, bloqueando la línea de visión.",5,70,Tiene un cooldown interno de 6 segundos.
Respuestas Defensivas,terraforming_spasm_2,intermedio,"Al recibir daño, 10% de probabilidad de generar un anillo de bloques de Hielo Compacto a 3 bloques de distancia a su alrededor, atrapando o ralentizando al jugador.",11,35,Tiene un cooldown interno de 10 segundos.
Respuestas Defensivas,terraforming_spasm_3,dificil,"Al recibir daño por debajo del 40% de vida, 100% de probabilidad de intentar atrapar al atacante en una jaula de 2x3x2 de bloques de Telarañas.",17,12,Habilidad de un solo uso por combate. terraforming_spasm_3 es incompatible con volatile_reaction_2.
Respuestas Defensivas,vengeful_bond_1,debil,"Al ser golpeado, todos los mobs aliados en un radio de 10 bloques se enfurecen, forzándolos a fijar su objetivo en el atacante durante 4 segundos.",6,65,Tiene un cooldown interno de 10 segundos.
Respuestas Defensivas,vengeful_bond_2,intermedio,"Al ser golpeado, transfiere el 50% del daño recibido a un mob aliado aleatorio en un radio de 12 bloques (el mob original solo recibe la mitad del daño).",13,28,Tiene un cooldown interno de 6 segundos. No se activa si no hay aliados cerca.
Respuestas Defensivas,vengeful_bond_3,dificil,"Al ser golpeado, crea un ""Vínculo de Venganza"" con hasta 3 aliados cercanos por 8 segundos. Mientras el vínculo esté activo, cada vez que el jugador golpee al mob original, los aliados vinculados se curan 4 puntos de vida.",22,7,Tiene un cooldown interno de 20 segundos. El vínculo es visible (partículas). vengeful_bond_3 es incompatible con vanguards_bulwark_3.
Respuestas Defensivas,volatile_reaction_1,debil,"Al recibir daño de fuego, 100% de probabilidad de extinguirse y ganar Velocidad I por 3 segundos.",4,75,Restricción: No aplicable a mobs del Nether.
Respuestas Defensivas,volatile_reaction_2,intermedio,"Al ser golpeado, 15% de probabilidad de crear un charco de 3x3 de telarañas a sus pies, en el centro no hay telaraña, atrapándose a sí mismo y al atacante si está cerca.",9,45,
Respuestas Defensivas,volatile_reaction_3,dificil,"Al recibir un golpe crítico, 25% de probabilidad de invocar 3 colmillos de Evocador en una línea recta en dirección al atacante con un delay de 3 segundos para poder prevenirlo.",15,18,Tiene un cooldown interno de 5 segundos.
Sinergia y Comportamiento,alpha_presence_1,debil,"Los mobs aliados de bajo tier (Zombis, Arañas) en un radio de 8 bloques no huirán de este mob, incluso si su salud es baja.",4,75,
Sinergia y Comportamiento,alpha_presence_2,intermedio,"Si este mob muere, todos los mobs aliados en un radio de 10 bloques entran en un estado de ""Furia Vengativa"" (Fuerza I) por 5 segundos.",13,30,
Sinergia y Comportamiento,alpha_presence_3,dificil,"Mientras este mob esté vivo, los mobs aliados en un radio de 12 bloques se vuelven inmunes a efectos de miedo (ej. de cabras) y ganan la habilidad de abrir puertas de madera. Además, los Creepers aliados no cancelarán su explosión si el jugador se aleja.",30,1,alpha_presence_3 es incompatible con horde_beacon_3.
Sinergia y Comportamiento,bodyguard_1,debil,"Si un mob aliado en un radio de 8 bloques es atacado, este mob tiene un 30% de probabilidad de cambiar su objetivo para atacar al agresor.",5,70,
Sinergia y Comportamiento,bodyguard_2,intermedio,"El mob se ""vincula"" a otro mob de mayor tier (ej. un Zombi a un Vindicador Mítico). Intentará activamente interceptar proyectiles y posicionarse entre su protegido y el jugador.",14,28,El vínculo se rompe si el protegido muere.
Sinergia y Comportamiento,bodyguard_3,dificil,"Si su protegido está a punto de recibir un golpe que lo mataría, este mob se teletransporta instantáneamente para recibir el golpe en su lugar, sacrificándose.",22,8,Habilidad de un solo uso. bodyguard_3 es incompatible con vanguards_bulwark_3.
Sinergia y Comportamiento,combat_engineer_1,debil,"Si el jugador está a distancia, el mob puede colocar un bloque de tierra o adoquín del suelo para crear una cobertura temporal.",5,70,Tiene un cooldown de 8 segundos.
Sinergia y Comportamiento,combat_engineer_2,intermedio,"El mob puede construir un pequeño muro de 3x2 para proteger a los aliados a distancia (esqueletos, etc.) del fuego del jugador.",12,38,Tiene un cooldown de 12 segundos.
Sinergia y Comportamiento,combat_engineer_3,dificil,El mob puede colocar una telaraña en el suelo para crear una trampa o colocar un bloque de arena/grava sobre una antorcha para apagarla y crear oscuridad.,19,12,combat_engineer_3 es incompatible con demolitionist_2.
Sinergia y Comportamiento,demolitionist_1,debil,"Si el jugador se atrinchera (coloca bloques entre él y el mob), el mob atacará los bloques para abrirse paso (similar a un Zombi en dificultad Difícil).",7,55,Restricción: Solo para mobs cuerpo a cuerpo.
Sinergia y Comportamiento,demolitionist_2,intermedio,"El mob puede destruir activamente las fuentes de luz del jugador (antorchas, faroles) para crear oscuridad.",13,30,Tiene un cooldown de 15 segundos por antorcha. demolitionist_2 es incompatible con deep_darkness_aura_2.
Sinergia y Comportamiento,demolitionist_3,dificil,"Si el jugador está en una torre o pilar, el mob puede generar una pequeña explosión a sus pies (como la de un Creeper pero sin dañar al mob) para destruir la base y derribar al jugador.",20,9,"Habilidad de un solo uso. Restricción: Solo para Creepers, Zombis, Golems."
Sinergia y Comportamiento,environmental_exploiter_1,debil,"El mob intentará empujar activamente al jugador hacia peligros cercanos como cactus, bayas dulces o pequeños desniveles.",5,70,
Sinergia y Comportamiento,environmental_exploiter_2,intermedio,El mob puede activar placas de presión o botones cercanos para intentar atrapar al jugador con puertas o activar trampas de dispensadores.,12,35,"Restricción: Solo para Zombis, Esqueletos, Saqueadores."
Sinergia y Comportamiento,environmental_exploiter_3,dificil,"El mob puede ""agitar"" bloques de grava o arena sobre el jugador para intentar asfixiarlo. Además, si un Creeper aliado está cerca, intentará empujarlo hacia el jugador para forzar una detonación.",30,1,Tiene un cooldown interno de 20 segundos. environmental_exploiter_3 es incompatible con demolitionist_3.
Sinergia y Comportamiento,feigned_weakness_1,debil,"Al bajar del 50% de vida, el mob puede cojear o moverse más lento de forma intermitente, intentando parecer más herido de lo que está.",4,75,Es un efecto puramente visual.
Sinergia y Comportamiento,feigned_weakness_2,intermedio,"Al bajar del 40% de vida, tiene un 20% de probabilidad de darse la vuelta y huir. Si el jugador le golpea por la espalda mientras huye, el mob se gira instantáneamente y contraataca con un golpe que aplica Lentitud II (3s).",11,40,
Sinergia y Comportamiento,feigned_weakness_3,dificil,"Al bajar del 30% de vida, puede colapsar y soltar un objeto falso (ej. 1 hueso). Si el jugador se acerca a recogerlo, el mob se levanta de un salto, infligiendo daño de área y ganando Fuerza I por 5 segundos.",19,12,Habilidad de un solo uso por combate.
Sinergia y Comportamiento,field_medic_1,debil,"Si el mob no ha recibido daño en los últimos 6 segundos, comenzará a regenerar lentamente 1 punto de vida cada 3 segundos.",7,60,La regeneración se interrumpe al recibir daño.
Sinergia y Comportamiento,field_medic_2,intermedio,"El mob puede lanzar una ""Poción de Curación Arrojadiza"" (versión mob, sin el objeto) a un aliado herido (menos del 50% de vida) en un radio de 10 bloques, curándole 6 puntos de vida.",14,28,Tiene un cooldown de 12 segundos. Prioriza a los aliados de mayor tier.
Sinergia y Comportamiento,field_medic_3,dificil,"El mob puede colocar un ""Tótem de Sanación"" en el suelo. El tótem tiene 10 puntos de vida y cura a todos los mobs aliados en un radio de 8 bloques 2 puntos de vida cada 2 segundos. Dura 10 segundos o hasta que se destruya.",23,7,Tiene un cooldown de 25 segundos. El mob no puede atacar mientras coloca el tótem.
Sinergia y Comportamiento,flanker_1,debil,"En lugar de correr directamente hacia el jugador, el mob intentará moverse en arcos, haciendo más difícil predecir su trayectoria.",6,68,"Restricción: Solo para mobs rápidos (Zombis, Arañas, Lobos)."
Sinergia y Comportamiento,flanker_2,intermedio,"Si hay al menos otro mob atacando al jugador de frente, este mob intentará activamente moverse hacia la espalda del jugador para atacar desde un punto ciego.",12,38,
Sinergia y Comportamiento,flanker_3,dificil,"El mob puede realizar un ""paso lateral"" rápido (un movimiento súbito de 2 bloques a la izquierda o derecha) para esquivar un ataque de proyectil o cuerpo a cuerpo inminente.",18,14,Tiene un cooldown interno de 6 segundos. flanker_3 es incompatible con evasive_maneuver_2.
Sinergia y Comportamiento,item_scavenger_1,debil,"El mob recogerá activamente flechas del suelo y las equipará si es un Esqueleto, o las destruirá si no lo es.",4,75,
Sinergia y Comportamiento,item_scavenger_2,intermedio,"El mob puede robar comida de los hornos o fogatas cercanas si el jugador no está mirando, consumiéndola para curarse 4 puntos de vida.",11,40,
Sinergia y Comportamiento,item_scavenger_3,dificil,"Si el jugador muere cerca, el mob puede robar un objeto aleatorio del inventario del jugador caído (antes de que el jugador pueda recuperarlo) y equipárselo si es posible, o simplemente mantenerlo.",18,14,El mob debe ser asesinado para recuperar el objeto.
Sinergia y Comportamiento,martyrdom_1,debil,"Al morir, el mob deja un charco persistente que aplica Lentitud I a los jugadores que lo pisen. Dura 5 segundos.",6,68,
Sinergia y Comportamiento,martyrdom_2,intermedio,"Al morir, todos los mobs aliados en un radio de 8 bloques ganan Absorción (4 puntos de vida) durante 10 segundos.",13,32,
Sinergia y Comportamiento,martyrdom_3,dificil,"Al morir, el mob transfiere su ""esencia"" al mob aliado de mayor tier más cercano en un radio de 12 bloques, curándolo por completo y otorgándole Resistencia I por 8 segundos.",22,8,martyrdom_3 es incompatible con alpha_presence_2.
Sinergia y Comportamiento,opportunist_1,debil,"El mob priorizará atacar a jugadores que estén con la salud baja (menos del 40%) o que estén realizando una acción (comiendo, encantando).",6,65,
Sinergia y Comportamiento,opportunist_2,intermedio,"Si el jugador está luchando contra otro mob, este intentará atacar desde un flanco o por la espalda para evitar ser el objetivo principal.",13,30,
Sinergia y Comportamiento,opportunist_3,dificil,"El mob ""recuerda"" el objeto principal del jugador. Si el jugador cambia de su arma principal a un objeto no ofensivo (comida, mapa), el mob entra en un estado de ""Furia de Oportunidad"" (Fuerza I, Velocidad I) por 4 segundos para castigar la ventana de vulnerabilidad.",30,1,Tiene un cooldown interno de 15 segundos. opportunist_3 es incompatible con enraged_vulnerability_3.
Sinergia y Comportamiento,overwhelm_1,debil,"Si el mob está luchando junto a 3 o más aliados, gana un 10% de velocidad de ataque.",7,60,
Sinergia y Comportamiento,overwhelm_2,intermedio,"Si el jugador está rodeado (mobs en al menos 3 de 4 lados), este mob gana la habilidad de infligir golpes que ignoran el 25% de la armadura del jugador.",14,28,
Sinergia y Comportamiento,overwhelm_3,dificil,"El mob puede iniciar un ""Grito de Asalto"". Durante los siguientes 5 segundos, todos los mobs aliados en un radio de 12 bloques ganan inmunidad al retroceso (knockback).",22,8,Tiene un cooldown de 25 segundos. overwhelm_3 es incompatible con vanguards_bulwark_3.
Sinergia y Comportamiento,pack_tactics_1,debil,"El mob puede ""marcar"" a un jugador como objetivo principal. El jugador marcado recibe un 10% más de daño de todos los mobs hostiles durante 6 segundos.",7,60,"Tiene un cooldown de 12 segundos. Restricción: Solo para Zombis, Esqueletos, Saqueadores, Lobos, Piglins."
Sinergia y Comportamiento,pack_tactics_2,intermedio,"Al marcar a un jugador, todos los aliados en un radio de 12 bloques ganan un 20% de velocidad de movimiento cuando se dirigen hacia el objetivo marcado. La marca dura 8 segundos.",13,30,Tiene un cooldown de 25 segundos. Restricción: Mismos mobs que el tier 1.
